"year" "doy" "hour" "month" "SW"
2014 19 18 1 0.0749719914641787
2014 19 19 1 0.07420248002035
2014 19 20 1 0.0735708356414512
2014 19 21 1 0.0729864593488987
2014 19 22 1 0.0722915458991787
2014 19 23 1 0.07178751897514
2014 20 0 1 0.0713045514375962
2014 20 1 1 0.0708061660588988
2014 20 2 1 0.0701627346515825
2014 20 3 1 0.0695857798289863
2014 20 4 1 0.0688937497752888
2014 20 5 1 0.0681227392816438
2014 20 6 1 0.0672688688604813
2014 20 7 1 0.0665315900103763
2014 20 8 1 0.0658975037514775
2014 20 9 1 0.06585087486153
2014 20 10 1 0.0668914025410325
2014 20 11 1 0.0686971460445037
2014 20 12 1 0.0713022754618837
2014 20 13 1 0.0729789454183838
2014 20 14 1 0.07392037988042
2014 20 15 1 0.0746920856315738
2014 20 16 1 0.0749945407740037
2014 20 17 1 0.0749786184863638
2014 20 18 1 0.0744927446103588
2014 20 19 1 0.0737812887690387
2014 20 20 1 0.073017086729135
2014 20 21 1 0.0723877761327013
2014 20 22 1 0.0719473358351137
2014 20 23 1 0.0717074337513112
2014 21 0 1 0.0716251465375437
2014 21 1 1 0.0715333740700525
2014 21 2 1 0.0713101810388112
2014 21 3 1 0.0708904352876225
2014 21 4 1 0.0703309429364513
2014 21 5 1 0.0697651828814425
2014 21 6 1 0.069118724052745
2014 21 7 1 0.0683211231929112
2014 21 8 1 0.0674176880992225
2014 21 9 1 0.0670251521266175
2014 21 10 1 0.0677365192694588
2014 21 11 1 0.0693783827281925
2014 21 12 1 0.0714423159106312
2014 21 13 1 0.0727546697669938
2014 21 14 1 0.0738661810855775
2014 21 15 1 0.0745469027615387
2014 21 16 1 0.0748880020164688
2014 21 17 1 0.0747813662303063
2014 21 18 1 0.0740612158555163
2014 21 19 1 0.0731659294266875
2014 21 20 1 0.072396360031565
2014 21 21 1 0.0717790613301925
2014 21 22 1 0.071228730333925
2014 21 23 1 0.07073760907389
2014 22 0 1 0.0701830558964425
2014 22 1 1 0.0695452863689425
2014 22 2 1 0.0690277257414162
2014 22 3 1 0.0684587130839688
2014 22 4 1 0.067847598392745
2014 22 5 1 0.0672552054727888
2014 22 6 1 0.0665836848503237
2014 22 7 1 0.0663248973613462
2014 22 8 1 0.0662665169325437
2014 22 9 1 0.0665054779450875
2014 22 10 1 0.0672458012705688
2014 22 11 1 0.0688144686168113
2014 22 12 1 0.0705106216851762
2014 22 13 1 0.0712537759666088
2014 22 14 1 0.07221893246674
2014 22 15 1 0.0729625987465475
2014 22 16 1 0.0736026657529288
2014 22 17 1 0.0736562203639338
2014 22 18 1 0.07342045634757
2014 22 19 1 0.0730294013739425
2014 22 20 1 0.0726644969125612
2014 22 21 1 0.0722464524588637
2014 22 22 1 0.0717946282538988
2014 22 23 1 0.07134187865771
2014 23 0 1 0.0707763210601488
2014 23 1 1 0.0702358231826575
2014 23 2 1 0.0697637395076225
2014 23 3 1 0.069270340027745
2014 23 4 1 0.0686305099014512
2014 23 5 1 0.0681234841076225
2014 23 6 1 0.067884903527605
2014 23 7 1 0.067629166323855
2014 23 8 1 0.0674122273813375
2014 23 9 1 0.0674853994751575
2014 23 10 1 0.0680515401291
2014 23 11 1 0.0692893749275275
2014 23 12 1 0.070484676035805
2014 23 13 1 0.0712239198552187
2014 23 14 1 0.0719084538016175
2014 23 15 1 0.072317424837815
2014 23 16 1 0.0722374935001225
2014 23 17 1 0.0718650565665038
2014 23 18 1 0.0711686315104288
2014 23 19 1 0.07069159808264
2014 23 20 1 0.0701311959589687
2014 23 21 1 0.0693093975866525
2014 23 22 1 0.0686241002552363
2014 23 23 1 0.068007844107745
2014 24 0 1 0.06738210576903
2014 24 1 1 0.0669323333952625
2014 24 2 1 0.0661868982416262
2014 24 3 1 0.0653364469179288
2014 24 4 1 0.064500822933095
2014 24 5 1 0.0636568640742138
2014 24 6 1 0.0629097567779025
2014 24 7 1 0.0622702724602888
2014 24 8 1 0.061703602833925
2014 24 9 1 0.0616838948677275
2014 24 10 1 0.0624027228293275
2014 24 11 1 0.06365215860494
2014 24 12 1 0.0656715673614537
2014 24 13 1 0.0678651906108325
2014 24 14 1 0.0699801239138762
2014 24 15 1 0.071394467969415
2014 24 16 1 0.0717906842877887
2014 24 17 1 0.0717621569602275
2014 24 18 1 0.071245595267955
2014 24 19 1 0.0704880115353063
2014 24 20 1 0.0698134184728587
2014 24 21 1 0.069015025055315
2014 24 22 1 0.068388238168995
2014 24 23 1 0.0678687572839687
2014 25 0 1 0.0671505120117137
2014 25 1 1 0.0662937234917313
2014 25 2 1 0.0656260422028762
2014 25 3 1 0.06505735070528
2014 25 4 1 0.0645282208451925
2014 25 5 1 0.0640352602477363
2014 25 6 1 0.0639331741988025
2014 25 7 1 0.0639759350988287
2014 25 8 1 0.063997029598785
2014 25 9 1 0.064384587302675
2014 25 10 1 0.0655419780485325
2014 25 11 1 0.0674522624657012
2014 25 12 1 0.0692068937626775
2014 25 13 1 0.0705107839179638
2014 25 14 1 0.07140604526056
2014 25 15 1 0.0722537314004375
2014 25 16 1 0.0726606766627012
2014 25 17 1 0.0728198564089163
2014 25 18 1 0.072418604972815
2014 25 19 1 0.07169522625903
2014 25 20 1 0.0712337837038725
2014 25 21 1 0.0708177163650963
2014 25 22 1 0.0702979909351488
2014 25 23 1 0.069758840321425
2014 26 0 1 0.0692675882663988
2014 26 1 1 0.06858875290667
2014 26 2 1 0.0680299938052362
2014 26 3 1 0.0674474939327362
2014 26 4 1 0.0666564783405338
2014 26 5 1 0.0657777316779637
2014 26 6 1 0.06498546877292
2014 26 7 1 0.06433446170285
2014 26 8 1 0.0636779659414687
2014 26 9 1 0.0635899305465125
2014 26 10 1 0.0645367861509188
2014 26 11 1 0.0664598005586738
2014 26 12 1 0.06888155293447
2014 26 13 1 0.0711521474310775
2014 26 14 1 0.07224172356556
2014 26 15 1 0.0729422571491
2014 26 16 1 0.0733979001777887
2014 26 17 1 0.073355764439065
2014 26 18 1 0.072901268859065
2014 26 19 1 0.0721540882465475
2014 26 20 1 0.0714567491652713
2014 26 21 1 0.0708113954877188
2014 26 22 1 0.07031238671521
2014 26 23 1 0.0697837740413462
2014 27 0 1 0.0693479179913288
2014 27 1 1 0.0689686184763287
2014 27 2 1 0.0686810422713287
2014 27 3 1 0.0684226160614425
2014 27 4 1 0.0681462416850525
2014 27 5 1 0.06826345132146
2014 27 6 1 0.0682510331290912
2014 27 7 1 0.0683076100950263
2014 27 8 1 0.0683353826563025
2014 27 9 1 0.0685089691025788
2014 27 10 1 0.0689563805604025
2014 27 11 1 0.0697920862529288
2014 27 12 1 0.070640266662815
2014 27 13 1 0.071759323413445
2014 27 14 1 0.0728663668419325
2014 27 15 1 0.0735826247966
2014 27 16 1 0.0738458526476488
2014 27 17 1 0.0738540719600612
2014 27 18 1 0.0734477523579025
2014 27 19 1 0.07287086418389
2014 27 20 1 0.072335273183995
2014 27 21 1 0.0717030278463988
2014 27 22 1 0.0712420095351225
2014 27 23 1 0.070727743107675
2014 28 0 1 0.0701816980363725
2014 28 1 1 0.0698073555450525
2014 28 2 1 0.0693689098013725
2014 28 3 1 0.0690130231950963
2014 28 4 1 0.06869528896882
2014 28 5 1 0.0681960658301663
2014 28 6 1 0.0678034426901138
2014 28 7 1 0.06751644259382
2014 28 8 1 0.06725710529007
2014 28 9 1 0.0672130342266175
2014 28 10 1 0.067917925415455
2014 28 11 1 0.0691382045898088
2014 28 12 1 0.0703639625320112
2014 28 13 1 0.0714956801644325
2014 28 14 1 0.0724393595616438
2014 28 15 1 0.0730705546102362
2014 28 16 1 0.0733698175427362
2014 28 17 1 0.073314318436425
2014 28 18 1 0.07271171363681
2014 28 19 1 0.0718947085053938
2014 28 20 1 0.0711299230328325
2014 28 21 1 0.0704733528614863
2014 28 22 1 0.0698759175527187
2014 28 23 1 0.06939136672889
2014 29 0 1 0.0687938431677188
2014 29 1 1 0.068199617525245
2014 29 2 1 0.06765607007139
2014 29 3 1 0.0671764174276837
2014 29 4 1 0.066641234405175
2014 29 5 1 0.0659090248504637
2014 29 6 1 0.0651961567066262
2014 29 7 1 0.0646149153114687
2014 29 8 1 0.0640547627202362
2014 29 9 1 0.0640757059591175
2014 29 10 1 0.0650093973023787
2014 29 11 1 0.066593931591645
2014 29 12 1 0.068976634109855
2014 29 13 1 0.0706634670959713
2014 29 14 1 0.0717830947394675
2014 29 15 1 0.0724390972803762
2014 29 16 1 0.0728388008939687
2014 29 17 1 0.0728420676629288
2014 29 18 1 0.072540402015175
2014 29 19 1 0.0719352659715913
2014 29 20 1 0.0714086005664337
2014 29 21 1 0.0710844965938287
2014 29 22 1 0.07078271851757
2014 29 23 1 0.0705627048776487
2014 30 0 1 0.0701918416488113
2014 30 1 1 0.0698829401713375
2014 30 2 1 0.06962205138757
2014 30 3 1 0.0693801268813025
2014 30 4 1 0.0691036370925613
2014 30 5 1 0.06887692286007
2014 30 6 1 0.0686902852550525
2014 30 7 1 0.0685320093663113
2014 30 8 1 0.0684678830663725
2014 30 9 1 0.0685903975827888
2014 30 10 1 0.06952991471077
2014 30 11 1 0.0707891430922913
2014 30 12 1 0.07221548198341
2014 30 13 1 0.0734042191044588
2014 30 14 1 0.0743830116305425
2014 30 15 1 0.0750412423852888
2014 30 16 1 0.0754020258938375
2014 30 17 1 0.0753920433776838
2014 30 18 1 0.07515143491521
2014 30 19 1 0.074826407520105
2014 30 20 1 0.0745142887114163
2014 30 21 1 0.0740971533300963
2014 30 22 1 0.0737772993550788
2014 30 23 1 0.07355479565757
2014 31 0 1 0.0733481695613025
2014 31 1 1 0.0732204465725612
2014 31 2 1 0.0732865854340125
2014 31 3 1 0.073055142858785
2014 31 4 1 0.0728555835251312
2014 31 5 1 0.07278110368257
2014 31 6 1 0.07241589177264
2014 31 7 1 0.07210748243007
2014 31 8 1 0.0717625592763375
2014 31 9 1 0.0717362405450963
2014 31 10 1 0.0720383953438725
2014 31 11 1 0.0725515396451837
2014 31 12 1 0.0731832879567487
2014 31 13 1 0.0742402148331737
2014 31 14 1 0.0749734257464862
2014 31 15 1 0.0754329234388725
2014 31 16 1 0.07577673422264
2014 31 17 1 0.0756749569875875
2014 31 18 1 0.0752899193191088
2014 31 19 1 0.0749353063450875
2014 31 20 1 0.0744372745803762
2014 31 21 1 0.07409796167257
2014 31 22 1 0.0736341826138987
2014 31 23 1 0.0732314757550963
2014 32 0 2 0.0728945727813375
2014 32 1 2 0.0725947943600612
2014 32 2 2 0.072355771205175
2014 32 3 2 0.0721207277688113
2014 32 4 2 0.0720285687527625
2014 32 5 2 0.0717853054963287
2014 32 6 2 0.0715425051151838
2014 32 7 2 0.0715299526626925
2014 32 8 2 0.0712304570679113
2014 32 9 2 0.0713406497816088
2014 32 10 2 0.071300501632545
2014 32 11 2 0.0716566305688288
2014 32 12 2 0.0719809640538812
2014 32 13 2 0.0728989598571863
2014 32 14 2 0.0737022240665125
2014 32 15 2 0.074641958544275
2014 32 16 2 0.0749764242317313
2014 32 17 2 0.0746852523452712
2014 32 18 2 0.0742779737076487
2014 32 19 2 0.073681800122745
2014 32 20 2 0.0732126773513287
2014 32 21 2 0.0727397528276662
2014 32 22 2 0.0723689876688725
2014 32 23 2 0.0720286502588375
2014 33 0 2 -9999
2014 33 1 2 -9999
2014 33 2 2 -9999
2014 33 3 2 -9999
2014 33 4 2 -9999
2014 33 5 2 -9999
2014 33 6 2 -9999
2014 33 7 2 -9999
2014 33 8 2 -9999
2014 33 9 2 -9999
2014 33 10 2 0.0689881501916788
2014 33 11 2 0.0699630383020287
2014 33 12 2 0.0710580268294937
2014 33 13 2 0.0721160774769325
2014 33 14 2 0.0729618025928588
2014 33 15 2 0.0734775920627188
2014 33 16 2 0.073665742122745
2014 33 17 2 0.0735022833639425
2014 33 18 2 0.072799133679485
2014 33 19 2 0.07227412645139
2014 33 20 2 0.0718221653700787
2014 33 21 2 0.0713756403576138
2014 33 22 2 0.07104582760514
2014 33 23 2 0.0708562185788462
2014 34 0 2 0.070673579452535
2014 34 1 2 0.0705159814175438
2014 34 2 2 0.0703164874113112
2014 34 3 2 0.0700002975076313
2014 34 4 2 0.0696567335438812
2014 34 5 2 0.0695373067451313
2014 34 6 2 0.0693035621588025
2014 34 7 2 0.0691125560288113
2014 34 8 2 0.0688278912376662
2014 34 9 2 0.0689503619513725
2014 34 10 2 0.06964917980049
2014 34 11 2 0.0706000544105338
2014 34 12 2 0.0715511692428762
2014 34 13 2 0.0721428848865475
2014 34 14 2 0.072756946691425
2014 34 15 2 0.0732187913264162
2014 34 16 2 0.073415413302605
2014 34 17 2 0.07337759353646
2014 34 18 2 0.0727997678704025
2014 34 19 2 0.0721732647727362
2014 34 20 2 0.0717076783488725
2014 34 21 2 0.0713575149338375
2014 34 22 2 0.0710832482050875
2014 34 23 2 0.07060009813396
2014 35 0 2 0.0701361588364338
2014 35 1 2 0.0696429617438638
2014 35 2 2 0.06917868751389
2014 35 3 2 0.0687947938813025
2014 35 4 2 0.0685615573463113
2014 35 5 2 -9999
2014 35 6 2 -9999
2014 35 7 2 -9999
2014 35 8 2 -9999
2014 35 9 2 -9999
2014 35 10 2 -9999
2014 35 11 2 0.0684686500388288
2014 35 12 2 0.0690380239575613
2014 35 13 2 0.06934064884132
2014 35 14 2 0.0699918334841
2014 35 15 2 0.0705223886489863
2014 35 16 2 0.070815301960105
2014 35 17 2 0.0707780461137937
2014 35 18 2 0.0703838478779112
2014 35 19 2 0.0697476534639863
2014 35 20 2 0.0690549510340475
2014 35 21 2 0.0684073132565037
2014 35 22 2 0.0679968916803675
2014 35 23 2 0.0676300062188112
2014 36 0 2 0.06737108484632
2014 36 1 2 0.0671489197475875
2014 36 2 2 0.066903380940105
2014 36 3 2 -9999
2014 36 4 2 -9999
2014 36 5 2 -9999
2014 36 6 2 -9999
2014 36 7 2 -9999
2014 36 8 2 -9999
2014 36 9 2 -9999
2014 36 10 2 -9999
2014 36 11 2 -9999
2014 36 12 2 0.0679128393347087
2014 36 13 2 0.0683888880751138
2014 36 14 2 0.0686040892063375
2014 36 15 2 0.068936285590105
2014 36 16 2 0.0690525255163462
2014 36 17 2 0.06895149188257
2014 36 18 2 -9999
2014 36 19 2 -9999
2014 36 20 2 -9999
2014 36 21 2 -9999
2014 36 22 2 -9999
2014 36 23 2 -9999
2014 37 0 2 -9999
2014 37 1 2 -9999
2014 37 2 2 -9999
2014 37 3 2 -9999
2014 37 4 2 -9999
2014 37 5 2 -9999
2014 37 6 2 -9999
2014 37 7 2 -9999
2014 37 8 2 -9999
2014 37 9 2 -9999
2014 37 10 2 -9999
2014 37 11 2 -9999
2014 37 12 2 0.0693307728374812
2014 37 13 2 0.0707096215346862
2014 37 14 2 0.0715390497315738
2014 37 15 2 0.0721154353579113
2014 37 16 2 0.07223432793389
2014 37 17 2 0.0720280207138813
2014 37 18 2 0.0714913733701663
2014 37 19 2 0.0708795154277363
2014 37 20 2 0.07043050930889
2014 37 21 2 -9999
2014 37 22 2 -9999
2014 37 23 2 -9999
2014 38 0 2 -9999
2014 38 1 2 -9999
2014 38 2 2 -9999
2014 38 3 2 -9999
2014 38 4 2 -9999
2014 38 5 2 -9999
2014 38 6 2 -9999
2014 38 7 2 -9999
2014 38 8 2 -9999
2014 38 9 2 -9999
2014 38 10 2 -9999
2014 38 11 2 -9999
2014 38 12 2 0.0701964617805687
2014 38 13 2 0.0710288827057438
2014 38 14 2 0.0724772092014788
2014 38 15 2 0.0738212642737425
2014 38 16 2 0.07404518807764
2014 38 17 2 0.07414011463146
2014 38 18 2 0.0733970670296687
2014 38 19 2 0.0725924253419588
2014 38 20 2 0.0718960645277187
2014 38 21 2 0.0711878089902625
2014 38 22 2 0.0705740287690037
2014 38 23 2 0.0700133856701575
2014 39 0 2 0.0694102124965825
2014 39 1 2 0.0689365335826225
2014 39 2 2 0.0683805429901925
2014 39 3 2 -9999
2014 39 4 2 -9999
2014 39 5 2 -9999
2014 39 6 2 -9999
2014 39 7 2 -9999
2014 39 8 2 -9999
2014 39 9 2 -9999
2014 39 10 2 0.0684638831979913
2014 39 11 2 0.0699961264625975
2014 39 12 2 0.0717309994810775
2014 39 13 2 0.0734712171464175
2014 39 14 2 0.0749371995747825
2014 39 15 2 0.0759661288655338
2014 39 16 2 0.0765272319426925
2014 39 17 2 0.0764536521692488
2014 39 18 2 0.07572103061258
2014 39 19 2 0.074902827448025
2014 39 20 2 0.074225335142885
2014 39 21 2 0.0736673976752012
2014 39 22 2 0.0729553088940738
2014 39 23 2 0.072315398171495
2014 40 0 2 0.07166290325153
2014 40 1 2 0.0711621619088462
2014 40 2 2 0.07067673371396
2014 40 3 2 0.0703198805738462
2014 40 4 2 0.069908535094135
2014 40 5 2 0.069616713660245
2014 40 6 2 0.06948863285757
2014 40 7 2 0.0691523096327975
2014 40 8 2 0.0690136072314687
2014 40 9 2 0.0693467098091
2014 40 10 2 0.0705428238728863
2014 40 11 2 0.07207487819029
2014 40 12 2 0.0737209137089875
2014 40 13 2 0.07523788825855
2014 40 14 2 0.07643263648063
2014 40 15 2 0.0771462436054725
2014 40 16 2 0.077444230324415
2014 40 17 2 0.0771825869409188
2014 40 18 2 0.0766312549269063
2014 40 19 2 0.07585652548188
2014 40 20 2 0.07505218865285
2014 40 21 2 0.0744271522477275
2014 40 22 2 0.07400260272014
2014 40 23 2 0.0737013256863288
2014 41 0 2 0.0732969322301663
2014 41 1 2 0.0728780392800875
2014 41 2 2 0.0722700988177538
2014 41 3 2 0.071788635860175
2014 41 4 2 0.0713100364363725
2014 41 5 2 0.0708945407438988
2014 41 6 2 0.07042174677882
2014 41 7 2 0.070066092800105
2014 41 8 2 0.0697767576088375
2014 41 9 2 0.0700643584803062
2014 41 10 2 0.071049291031015
2014 41 11 2 0.0722691629183138
2014 41 12 2 0.073789002516295
2014 41 13 2 0.0752262559908488
2014 41 14 2 0.0762009253681125
2014 41 15 2 0.076533058112885
2014 41 16 2 0.0765856871576138
2014 41 17 2 0.0764956821027537
2014 41 18 2 0.0759900241355775
2014 41 19 2 0.0753380322352887
2014 41 20 2 0.07470292758146
2014 41 21 2 0.0743116148764338
2014 41 22 2 0.073904550570105
2014 41 23 2 0.0736477371163287
2014 42 0 2 0.0731075146101837
2014 42 1 2 0.0723237411043975
2014 42 2 2 0.0716499902902712
2014 42 3 2 0.0710427622701137
2014 42 4 2 0.0704303215341
2014 42 5 2 0.0699429838614425
2014 42 6 2 0.0693868064301925
2014 42 7 2 0.0688286169802187
2014 42 8 2 0.068602162745105
2014 42 9 2 0.0687853006391875
2014 42 10 2 0.0695879762719938
2014 42 11 2 0.070619306160805
2014 42 12 2 0.071802114920805
2014 42 13 2 0.0730483668245375
2014 42 14 2 0.0740963228767225
2014 42 15 2 0.0745312742290737
2014 42 16 2 0.0747614118640038
2014 42 17 2 0.074598031723995
2014 42 18 2 0.0740428982906212
2014 42 19 2 0.0731436286167225
2014 42 20 2 0.072256344719205
2014 42 21 2 0.07147958094285
2014 42 22 2 0.0706780640816525
2014 42 23 2 0.0701508926902362
2014 43 0 2 0.0695359459889162
2014 43 1 2 0.068957501058925
2014 43 2 2 0.0684639885288812
2014 43 3 2 0.0679766149288637
2014 43 4 2 0.0675623400276138
2014 43 5 2 0.0672287786876225
2014 43 6 2 0.0668661521838375
2014 43 7 2 0.06643122700257
2014 43 8 2 0.0662477898151137
2014 43 9 2 0.06663198533167
2014 43 10 2 0.067480687075735
2014 43 11 2 0.0688292343199837
2014 43 12 2 0.070293182890115
2014 43 13 2 0.0714621564906825
2014 43 14 2 0.0725917880181562
2014 43 15 2 0.0731925866777887
2014 43 16 2 0.073558079331495
2014 43 17 2 0.073440809967885
2014 43 18 2 0.0730632437229113
2014 43 19 2 0.0722951617667575
2014 43 20 2 0.0715483296666262
2014 43 21 2 0.0709260378826225
2014 43 22 2 0.0703699211327188
2014 43 23 2 0.0698579942627187
2014 44 0 2 0.06935619422264
2014 44 1 2 0.0689803404313463
2014 44 2 2 0.0685477594538812
2014 44 3 2 0.0680913598476837
2014 44 4 2 0.0677657867850525
2014 44 5 2 0.0673547419288987
2014 44 6 2 0.0670618897800525
2014 44 7 2 0.066691369043855
2014 44 8 2 0.0664617212776225
2014 44 9 2 0.0667958501954988
2014 44 10 2 0.06766063917327
2014 44 11 2 0.0691512791551762
2014 44 12 2 0.070569355674835
2014 44 13 2 0.07196077121598
2014 44 14 2 0.07310035676938
2014 44 15 2 0.0738447463416087
2014 44 16 2 0.0741900273703937
2014 44 17 2 0.0742059393764425
2014 44 18 2 0.0738283206929813
2014 44 19 2 0.0730786034816612
2014 44 20 2 0.0724521041114163
2014 44 21 2 0.071862401282745
2014 44 22 2 0.071213003880245
2014 44 23 2 0.0706184848414163
2014 45 0 2 0.0701393168251312
2014 45 1 2 0.0696336511926137
2014 45 2 2 0.0692171962463813
2014 45 3 2 0.0687753267064162
2014 45 4 2 0.0683847292000613
2014 45 5 2 0.06810374152632
2014 45 6 2 0.0679369149888288
2014 45 7 2 0.0676537252638375
2014 45 8 2 0.067400582496355
2014 45 9 2 0.0676742267940213
2014 45 10 2 0.0685926928045375
2014 45 11 2 0.069721184924555
2014 45 12 2 0.0711349406248788
2014 45 13 2 0.07236584713702
2014 45 14 2 0.07344080044813
2014 45 15 2 0.07413389900785
2014 45 16 2 0.0744410996603325
2014 45 17 2 0.0742848817541963
2014 45 18 2 0.0739691654964688
2014 45 19 2 0.07349771329146
2014 45 20 2 0.0729282229539688
2014 45 21 2 0.0722905411364687
2014 45 22 2 0.0716873284126925
2014 45 23 2 0.0711899797338725
2014 46 0 2 0.0706689765939862
2014 46 1 2 0.0701730136089075
2014 46 2 2 0.06974717336014
2014 46 3 2 0.0693016733400875
2014 46 4 2 0.0689696368013725
2014 46 5 2 0.0684693361264863
2014 46 6 2 0.0681006806363812
2014 46 7 2 0.0677466782901137
2014 46 8 2 0.0674747280275525
2014 46 9 2 0.0676675254928325
2014 46 10 2 0.0686219467321512
2014 46 11 2 0.0697732295395462
2014 46 12 2 0.0712864863199138
2014 46 13 2 0.0725602353870287
2014 46 14 2 0.073630277830595
2014 46 15 2 0.0743748014179288
2014 46 16 2 0.074627915940455
2014 46 17 2 0.0745624778665913
2014 46 18 2 0.0740998110202188
2014 46 19 2 0.0734832732015562
2014 46 20 2 0.0726183390443887
2014 46 21 2 0.0718962978641
2014 46 22 2 0.071299206981425
2014 46 23 2 0.07077006387389
2014 47 0 2 0.0703187567588988
2014 47 1 2 0.06985243025139
2014 47 2 2 0.0693870713364863
2014 47 3 2 0.0691458655813462
2014 47 4 2 0.0688813445938025
2014 47 5 2 0.0686228707575525
2014 47 6 2 0.0683616577688287
2014 47 7 2 0.0680960241400612
2014 47 8 2 0.0677870397038288
2014 47 9 2 0.0680269761839863
2014 47 10 2 0.068834669732055
2014 47 11 2 0.0695267506577013
2014 47 12 2 0.07016392199153
2014 47 13 2 0.0711371584256563
2014 47 14 2 0.0720843457679025
2014 47 15 2 0.0727544057353588
2014 47 16 2 0.0730289491564513
2014 47 17 2 0.0730499117677362
2014 47 18 2 0.0728046357226313
2014 47 19 2 0.0724178750563375
2014 47 20 2 0.0719384906351925
2014 47 21 2 0.0714477537451488
2014 47 22 2 0.070808046888995
2014 47 23 2 0.0702700303451575
2014 48 0 2 0.0698488569526838
2014 48 1 2 0.0695828621589513
2014 48 2 2 0.0692745874265212
2014 48 3 2 0.0689098543163725
2014 48 4 2 0.068425465805175
2014 48 5 2 0.0678887047376137
2014 48 6 2 0.06731565799785
2014 48 7 2 0.0667187036677362
2014 48 8 2 0.0663811120075875
2014 48 9 2 0.0663872906277712
2014 48 10 2 0.0670773912722037
2014 48 11 2 0.0680790392707525
2014 48 12 2 0.0692408101956387
2014 48 13 2 0.07040469120952
2014 48 14 2 0.0713185665142225
2014 48 15 2 0.0718645653240213
2014 48 16 2 0.0720747537640213
2014 48 17 2 0.0721136777013988
2014 48 18 2 0.0717617886291
2014 48 19 2 0.0711968420092138
2014 48 20 2 0.0707185834851925
2014 48 21 2 0.07019454321146
2014 48 22 2 0.0698862517840475
2014 48 23 2 0.0694439396163725
2014 49 0 2 0.068882700966495
2014 49 1 2 0.0684578883176487
2014 49 2 2 0.0678453709226488
2014 49 3 2 0.0673733334650875
2014 49 4 2 0.0670888927263375
2014 49 5 2 0.066795130717605
2014 49 6 2 0.0663278582302625
2014 49 7 2 0.0659158517051487
2014 49 8 2 0.0656920149188375
2014 49 9 2 0.0658844316190125
2014 49 10 2 0.0666991060045375
2014 49 11 2 0.0677600899494675
2014 49 12 2 0.06883429896813
2014 49 13 2 0.0698516373967138
2014 49 14 2 0.0706959640092313
2014 49 15 2 0.0712140379640737
2014 49 16 2 0.0714128689826925
2014 49 17 2 0.0715063223076575
2014 49 18 2 0.0712252967989425
2014 49 19 2 0.07047080670799
2014 49 20 2 0.06983557941389
2014 49 21 2 0.0691441889064775
2014 49 22 2 0.0686055360626225
2014 49 23 2 0.068063364213995
2014 50 0 2 0.0675747368264163
2014 50 1 2 0.06726325109757
2014 50 2 2 0.0670536475513375
2014 50 3 2 0.0668247005988987
2014 50 4 2 0.0666584180575438
2014 50 5 2 0.0664233403125613
2014 50 6 2 0.0663275387325438
2014 50 7 2 0.066101287987605
2014 50 8 2 0.0657776006725788
2014 50 9 2 0.06596865235528
2014 50 10 2 0.0664751156027363
2014 50 11 2 0.0673850591570725
2014 50 12 2 0.0684765816870637
2014 50 13 2 0.0692638700591263
2014 50 14 2 0.0698867283176837
2014 50 15 2 0.0702330257552975
2014 50 16 2 0.0704764667937937
2014 50 17 2 0.0704736190363112
2014 50 18 2 0.0701888571989425
2014 50 19 2 0.0698418010051575
2014 50 20 2 0.0693541089401575
2014 50 21 2 0.0689281113663462
2014 50 22 2 0.068447589331425
2014 50 23 2 0.0681660493225875
2014 51 0 2 0.06796827285382
2014 51 1 2 0.0674164715865738
2014 51 2 2 0.0668411120640125
2014 51 3 2 0.0663975807501225
2014 51 4 2 0.0658879896576663
2014 51 5 2 0.0654606688125875
2014 51 6 2 0.0649890014714163
2014 51 7 2 0.0646438808738638
2014 51 8 2 0.06421827790757
2014 51 9 2 0.064216685635245
2014 51 10 2 0.0646553856631913
2014 51 11 2 0.06521128898278
2014 51 12 2 0.0659954000292488
2014 51 13 2 0.0666452723552625
2014 51 14 2 0.067251050683925
2014 51 15 2 0.0676000050064862
2014 51 16 2 0.06773570160757
2014 51 17 2 0.0676142623788813
2014 51 18 2 0.0671091570266
2014 51 19 2 0.0664582206565388
2014 51 20 2 0.0657414719404112
2014 51 21 2 0.0649896954077712
2014 51 22 2 0.0642658943752537
2014 51 23 2 0.0635709349791262
2014 52 0 2 0.0629682095164162
2014 52 1 2 0.062411812040175
2014 52 2 2 0.0619511478151662
2014 52 3 2 0.06143810113764
2014 52 4 2 0.0610376413051488
2014 52 5 2 0.06058880961771
2014 52 6 2 0.0602492948388725
2014 52 7 2 0.0598917239713375
2014 52 8 2 0.0598107644126313
2014 52 9 2 0.0601957437366263
2014 52 10 2 0.0610375624505425
2014 52 11 2 0.0621673859271688
2014 52 12 2 0.0635025614209275
2014 52 13 2 0.0646836443482262
2014 52 14 2 0.0656647014879637
2014 52 15 2 0.0662652420577537
2014 52 16 2 0.0666072722776837
2014 52 17 2 0.066750509873995
2014 52 18 2 0.0663841318429025
2014 52 19 2 0.0658006179939775
2014 52 20 2 0.0651256436153325
2014 52 21 2 0.0644824634552275
2014 52 22 2 0.0639848815540563
2014 52 23 2 0.06340010592889
2014 53 0 2 0.06297811810403
2014 53 1 2 0.0624851083402275
2014 53 2 2 0.0619385876626925
2014 53 3 2 0.0615236980475962
2014 53 4 2 0.0612437420863637
2014 53 5 2 0.0608977601388375
2014 53 6 2 0.0604737887501575
