    137,        16.0889,        12.6052,        11.0442,        10.0266,         9.2636,         8.6117,         7.7660,         6.8577,         6.1611,         5.6124,         5.1502
    138,        15.1785,        12.9637,        11.4843,        10.2950,         9.4026,         8.6914,         7.8239,         6.9046,         6.1942,         5.6320,         5.1582
    139,        14.0242,        12.6278,        11.5533,        10.4894,         9.5669,         8.8008,         7.8896,         6.9517,         6.2274,         5.6519,         5.1664
    140,        15.2972,        12.5302,        11.4768,        10.5576,         9.6874,         8.9131,         7.9642,         7.0005,         6.2609,         5.6722,         5.1748
    141,        17.0515,        13.5886,        11.8687,        10.6938,         9.7850,         9.0099,         8.0417,         7.0516,         6.2950,         5.6928,         5.1834
    142,        16.4836,        13.8383,        12.2474,        10.9533,         9.9397,         9.1151,         8.1196,         7.1046,         6.3299,         5.7137,         5.1922
    143,        15.9771,        13.7811,        12.4224,        11.1704,        10.1156,         9.2417,         8.2031,         7.1593,         6.3658,         5.7351,         5.2013
    144,        13.4833,        13.2567,        12.3958,        11.2993,        10.2684,         9.3737,         8.2935,         7.2166,         6.4028,         5.7570,         5.2105
    145,        13.2184,        12.4015,        11.9825,        11.2428,        10.3529,         9.4890,         8.3869,         7.2767,         6.4410,         5.7795,         5.2199
    146,        17.6906,        13.5008,        12.0793,        11.1811,        10.3629,         9.5625,         8.4742,         7.3386,         6.4806,         5.8026,         5.2296
    147,        19.4805,        15.0051,        12.7964,        11.4113,        10.4380,         9.6221,         8.5498,         7.4000,         6.5213,         5.8264,         5.2395
    148,        19.1652,        15.3889,        13.3434,        11.7884,        10.6330,         9.7234,         8.6232,         7.4599,         6.5626,         5.8508,         5.2497
    149,        19.6608,        15.6589,        13.6666,        12.1054,        10.8647,         9.8700,         8.7079,         7.5198,         6.6042,         5.8758,         5.2601
    150,        18.7050,        15.7168,        13.9463,        12.3828,        11.0910,        10.0366,         8.8072,         7.5823,         6.6464,         5.9012,         5.2707
    151,        18.8909,        15.9450,        14.1547,        12.6054,        11.2997,        10.2077,         8.9181,         7.6490,         6.6896,         5.9271,         5.2816
    152,        18.6199,        15.8282,        14.2619,        12.7911,        11.4895,        10.3745,         9.0360,         7.7204,         6.7345,         5.9536,         5.2928
    153,        18.5164,        16.0197,        14.3979,        12.9395,        11.6528,        10.5312,         9.1567,         7.7959,         6.7813,         5.9808,         5.3042
    154,        19.7987,        16.1502,        14.4766,        13.0667,        11.7999,        10.6766,         9.2767,         7.8745,         6.8301,         6.0089,         5.3159
    155,        21.2088,        16.8935,        14.8169,        13.2463,        11.9436,        10.8126,         9.3940,         7.9552,         6.8809,         6.0381,         5.3279
    156,        22.3864,        17.6052,        15.2788,        13.5259,        12.1282,        10.9555,         9.5097,         8.0371,         6.9334,         6.0682,         5.3402
    157,        24.1985,        18.7253,        15.9314,        13.9010,        12.3642,        11.1209,         9.6288,         8.1201,         6.9874,         6.0993,         5.3528
